name,equipment,focus,link,video,images,description,type
Glute Ham Raise,Machine,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/glute-ham-raise,videocdn.bodybuilding.com/video/mp4/76000/77402m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/685/Male/l/685_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/685/Male/l/685_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin by adjusting the equipment to fit your body. Place your feet against the footplate in between the rollers as you lie facedown. Your knees should be just behind the pad.</li>
<li> Start from the bottom of the movement.  Keep your back arched as you begin the movement by flexing the knees. Drive your toes into the foot plate as you do so. Keep your upper body straight, and continue until your body is upright. </li>
<li>Return to the starting position, keeping your descent under control.</li>
</ol>",Krachttraining
Band Good Morning (Pull Through),Bands,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/band-good-morning-pull-through,videocdn.bodybuilding.com/video/mp4/78000/78842m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/740/Male/l/740_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/740/Male/l/740_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Loop the band around a post. Standing a little ways away, loop the opposite end around the neck. Your hands can help hold the band in position.</li>
<li> Begin by bending at the hips, getting your butt back as far as possible. Keep your back flat and bend forward to about 90 degrees. Your knees should be only slightly bent.</li>
<li> Return to the starting position be driving through with the hips to come back to a standing position.</li>
</ol>",Krachttraining
Single Leg Deadlift,Kettlebells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/single-leg-deadlift,videocdn.bodybuilding.com/video/mp4/116000/116452m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/2783/Male/l/2783_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2783/Male/l/2783_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li> Hold a kettlebell in one hand, hanging to the side. Stand on one leg, on the same side that you hold the kettlebell. </li>
<li> Keeping that knee slightly bent, perform a stiff-legged deadlift by bending at the hip, extending your free leg behind you for balance. Continue lowering the kettlebell until you are parallel to the ground, and then return to the upright position. Repeat for the desired number of repetitions.</li>
</ol>",Krachttraining
Reverse Hyperextension,Machine,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/reverse-hyperextension,videocdn.bodybuilding.com/video/mp4/100000/100022m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1421/Male/l/1421_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1421/Male/l/1421_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Place your feet between the pads after loading an appropriate weight. Lay on the top pad, allowing your hips to hang off the back, while grasping the handles to hold your position. </li>
<li>To begin the movement, flex the hips, pulling the legs forward.</li>
<li>  Reverse the motion by extending the hips, kicking the leg back. It is very important not to over-extend the hip on this movement, stopping short of your full range of motion.</li>
<li> Return by again flexing the hip, pulling the carriage forward as far as you can.</li>
<li> Repeat for the desired number of repetitions.</li>
</ol>",Krachttraining
Seated Leg Curl,Machine,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/seated-leg-curl,videocdn.bodybuilding.com/video/mp4/30000/30521m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/69/Male/l/69_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/69/Male/l/69_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Adjust the machine lever to fit your height and sit on the machine with your back against the back support pad.</li>
<li>Place the back of lower leg on top of padded lever (just a few inches under the calves) and secure the lap pad against your thighs, just above the knees. Then grasp the side handles on the machine as you point your toes straight (or you can also use any of the other two stances) and ensure that the legs are fully straight right in front of you.  This will be your starting position.</li>
<li>As you exhale, pull the machine lever as far as possible to the back of your thighs by flexing at the knees. Keep your torso stationary at all times.  Hold the contracted position for a second.</li>
<li>Slowly return to the starting position as you breathe in.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
One-Arm Kettlebell Clean,Kettlebells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/one-arm-kettlebell-clean,videocdn.bodybuilding.com/video/mp4/62000/63132m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/513/Male/l/513_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/513/Male/l/513_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Place a kettlebell between your feet. As you bend down to grab the kettlebell, push your butt back and keep your eyes looking forward.</li>
<li> Clean the kettlebell to your shoulders by extending through the legs and hips as you raise the kettlebell towards your shoulder. The wrist should rotate as you do so.</li>
<li> Return the weight to the starting position.</li>
</ol>",Krachttraining
Clean,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/clean,videocdn.bodybuilding.com/video/mp4/76000/76732m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/l/669_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/669/Male/l/669_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>With a barbell on the floor close to the shins, take an overhand (or hook) grip just outside the legs. Lower your hips with the weight focused on the heels, back straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position.</li>
<li>
<li> Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight. Move the weight with control as you continue to above the knees.</li>
<li> Next comes the second pull, the main source of acceleration for the clean. As the bar approaches the mid-thigh position, begin extending through the hips. In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward. There should be no need to actively pull through the arms to accelerate the weight; at the end of the second pull, the body should be fully extended, leaning slightly back, with the arms still extended. </li>
<li> As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, aggressively pull yourself down, rotating your elbows under the bar as you do so. Receive the bar in a front squat position, the depth of which is dependent upon the height of the bar at the end of the third pull. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed. Continue to descend to the bottom squat position, which will help in the recovery.  </li>
<li>Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position. </li>
</ol>",Krachttraining
Wide Stance Stiff Legs,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/wide-stance-stiff-legs,videocdn.bodybuilding.com/video/mp4/76000/76932m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/l/744_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/l/744_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin with a barbell loaded on the floor. Adopt a wide stance, and then bend at the hips to grab the bar. Your hips should be as far back as possible, and your legs nearly straight. Keep your back straight, and your head and chest up. This will be your starting position.</li>
<li> Begin the movement be engaging the hips, driving them forward as you allow the arms to hang straight. Continue until you are standing straight up, and then slowly return the weight to the starting position. For successive reps, the weight need not touch the floor.</li>
</ol>",Krachttraining
Stiff-Legged Barbell Deadlift,Barbell,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/stiff-legged-barbell-deadlift,videocdn.bodybuilding.com/video/mp4/32000/33011m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/21/Male/l/21_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/21/Male/l/21_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Grasp a bar using an overhand grip (palms facing down).  You may need some wrist wraps if using a significant amount of weight.</li> <li>Stand with your torso straight and your legs spaced using a shoulder width or narrower stance.  The knees should be slightly bent.  This is your starting position.</li>
<li>Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings.  Inhale as you perform this movement.</li>
<li>Start bringing your torso up straight again by extending your hips until you are back at the starting position.  Exhale as you perform this movement.</li>
<li>Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
dumbbells Clean,dumbbells,Hamstrings,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-clean,videocdn.bodybuilding.com/video/mp4/106000/106802m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/2271/Male/l/2271_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2271/Male/l/2271_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/8.gif","<ol>
<li>Begin standing with a dumbbells in each hand with your feet shoulder width apart.</li>
<li>  Lower the weights to the floor by flexing at the hips and knees, pushing your hips back until the dumbbellss reach the floor. This will be your starting position. </li>
<li> To initiate the movement, violently jump upward by extending the hips, knees, and ankles to acclerate the weights upward. Maintaining a neutral grip on the dumbbellss, keep the arms straight until full extension is reached.</li>
<li> After full extension, rebend the hips and knees to receive the weight in a squat position. Allow the arms to bend, guiding the dumbbellss to your shoulders.</li>
<li> Upon receiving the weight in the squat position, extend the hips and knees to finish in a standing position with the weights on your shoulders. </li>
</ol>",Krachttraining
